filename;formulation;lb;ub;time
i-2-4-150-17-1-l-0.cssp;A;0;2;1800
i-2-4-150-17-1-l-0.cssp;Ad;1;1;180.24
i-2-4-150-17-1-l-0.cssp;P;1;1;516.92
i-2-4-150-17-1-l-0.cssp;Pd;1;1;0.08
i-2-4-150-17-1-l-1.cssp;A;0;1;1800
i-2-4-150-17-1-l-1.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-1.cssp;P;1;1;767.3
i-2-4-150-17-1-l-1.cssp;Pd;1;1;0.06
i-2-4-150-17-1-l-2.cssp;A;0;1;1800
i-2-4-150-17-1-l-2.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-2.cssp;P;1;1;808.6
i-2-4-150-17-1-l-2.cssp;Pd;1;1;0.24
i-2-4-150-17-1-l-3.cssp;A;0;2;1800
i-2-4-150-17-1-l-3.cssp;Ad;1;3;1800
i-2-4-150-17-1-l-3.cssp;P;1;1;562.66
i-2-4-150-17-1-l-3.cssp;Pd;1;1;0.08
i-2-4-150-17-1-l-4.cssp;A;0.167854;2;1800
i-2-4-150-17-1-l-4.cssp;Ad;1;1;35.62
i-2-4-150-17-1-l-4.cssp;P;1;1;1683.92
i-2-4-150-17-1-l-4.cssp;Pd;1;1;0.06
i-2-4-50-16-2-e-0.cssp;A;2;2;154.42
i-2-4-50-16-2-e-0.cssp;Ad;2;2;12.04
i-2-4-50-16-2-e-0.cssp;P;2;2;7.18
i-2-4-50-16-2-e-0.cssp;Pd;2;2;0.22
i-2-4-50-16-2-e-1.cssp;A;2;2;826.02
i-2-4-50-16-2-e-1.cssp;Ad;2;2;57.92
i-2-4-50-16-2-e-1.cssp;P;2;2;12.58
i-2-4-50-16-2-e-1.cssp;Pd;2;2;4.32
i-2-4-50-16-2-e-2.cssp;A;2;2;520.52
i-2-4-50-16-2-e-2.cssp;Ad;2;2;78.96
i-2-4-50-16-2-e-2.cssp;P;2;2;10.42
i-2-4-50-16-2-e-2.cssp;Pd;2;2;0.38
i-2-4-50-16-2-e-3.cssp;A;2;2;189.54
i-2-4-50-16-2-e-3.cssp;Ad;2;2;70.54
i-2-4-50-16-2-e-3.cssp;P;2;2;6.12
i-2-4-50-16-2-e-3.cssp;Pd;2;2;0.38
i-2-4-50-16-2-e-4.cssp;A;2;2;403
i-2-4-50-16-2-e-4.cssp;Ad;2;2;32.8
i-2-4-50-16-2-e-4.cssp;P;2;2;11.74
i-2-4-50-16-2-e-4.cssp;Pd;2;2;0.2
i-2-4-50-19-2-l-0.cssp;A;2;2;352.84
i-2-4-50-19-2-l-0.cssp;Ad;2;2;84.7
i-2-4-50-19-2-l-0.cssp;P;2;2;5.2
i-2-4-50-19-2-l-0.cssp;Pd;2;2;0.02
i-2-4-50-19-2-l-1.cssp;A;2;2;269.76
i-2-4-50-19-2-l-1.cssp;Ad;2;2;11.68
i-2-4-50-19-2-l-1.cssp;P;2;2;7.86
i-2-4-50-19-2-l-1.cssp;Pd;2;2;0.1
i-2-4-50-19-2-l-2.cssp;A;2;2;61.68
i-2-4-50-19-2-l-2.cssp;Ad;2;2;55.7
i-2-4-50-19-2-l-2.cssp;P;2;2;9.16
i-2-4-50-19-2-l-2.cssp;Pd;2;2;0.1
i-2-4-50-19-2-l-3.cssp;A;2;2;76.76
i-2-4-50-19-2-l-3.cssp;Ad;2;2;56
i-2-4-50-19-2-l-3.cssp;P;2;2;8.04
i-2-4-50-19-2-l-3.cssp;Pd;2;2;0.2
i-2-4-50-19-2-l-4.cssp;A;2;2;76.6
i-2-4-50-19-2-l-4.cssp;Ad;2;2;12.44
i-2-4-50-19-2-l-4.cssp;P;2;2;9.38
i-2-4-50-19-2-l-4.cssp;Pd;2;2;0.04
i-2-4-75-13-1-e-0.cssp;A;1;1;102.66
i-2-4-75-13-1-e-0.cssp;Ad;1;1;171.2
i-2-4-75-13-1-e-0.cssp;P;1;1;57.16
i-2-4-75-13-1-e-0.cssp;Pd;1;1;0.16
i-2-4-75-13-1-e-1.cssp;A;1;1;425.44
i-2-4-75-13-1-e-1.cssp;Ad;1;1;62.18
i-2-4-75-13-1-e-1.cssp;P;1;1;71.76
i-2-4-75-13-1-e-1.cssp;Pd;1;1;0.32
i-2-4-75-13-1-e-2.cssp;A;1;1;90.24
i-2-4-75-13-1-e-2.cssp;Ad;1;2;1800
i-2-4-75-13-1-e-2.cssp;P;1;1;45.36
i-2-4-75-13-1-e-2.cssp;Pd;1;1;0.1
i-2-4-75-13-1-e-3.cssp;A;1;1;158.44
i-2-4-75-13-1-e-3.cssp;Ad;1;1;42.52
i-2-4-75-13-1-e-3.cssp;P;1;1;57.3
i-2-4-75-13-1-e-3.cssp;Pd;1;1;0.96
i-2-4-75-13-1-e-4.cssp;A;1;1;100
i-2-4-75-13-1-e-4.cssp;Ad;1;1;58.26
i-2-4-75-13-1-e-4.cssp;P;1;1;35.16
i-2-4-75-13-1-e-4.cssp;Pd;1;1;1.38
i-2-4-75-16-1-l-0.cssp;A;1;1;161.9
i-2-4-75-16-1-l-0.cssp;Ad;1;1;177.96
i-2-4-75-16-1-l-0.cssp;P;1;1;52.64
i-2-4-75-16-1-l-0.cssp;Pd;1;1;0.02
i-2-4-75-16-1-l-1.cssp;A;1;1;184.62
i-2-4-75-16-1-l-1.cssp;Ad;1;1;394.14
i-2-4-75-16-1-l-1.cssp;P;1;1;33.32
i-2-4-75-16-1-l-1.cssp;Pd;1;1;0
i-2-4-75-16-1-l-2.cssp;A;1;1;151.24
i-2-4-75-16-1-l-2.cssp;Ad;1;1;0.82
i-2-4-75-16-1-l-2.cssp;P;1;1;45.9
i-2-4-75-16-1-l-2.cssp;Pd;1;1;0.02
i-2-4-75-16-1-l-3.cssp;A;1;1;135
i-2-4-75-16-1-l-3.cssp;Ad;1;1;112.02
i-2-4-75-16-1-l-3.cssp;P;1;1;48.06
i-2-4-75-16-1-l-3.cssp;Pd;1;1;0.02
i-2-4-75-16-1-l-4.cssp;A;1;1;222.76
i-2-4-75-16-1-l-4.cssp;Ad;1;1;137.7
i-2-4-75-16-1-l-4.cssp;P;1;1;55.34
i-2-4-75-16-1-l-4.cssp;Pd;1;1;0.04
i-2-8-100-11-1-e-0.cssp;A;1;1;793.76
i-2-8-100-11-1-e-0.cssp;Ad;1;1;695.54
i-2-8-100-11-1-e-0.cssp;P;1;2;1266.92
i-2-8-100-11-1-e-0.cssp;Pd;1;1;256.3
i-2-8-100-11-1-e-1.cssp;A;1;1;589.44
i-2-8-100-11-1-e-1.cssp;Ad;1;1;664.64
i-2-8-100-11-1-e-1.cssp;P;1;2;1800
i-2-8-100-11-1-e-1.cssp;Pd;1;1;396.48
i-2-8-100-11-1-e-2.cssp;A;0;1;1800
i-2-8-100-11-1-e-2.cssp;Ad;1;1;1238.2
i-2-8-100-11-1-e-2.cssp;P;1;1;1028.12
i-2-8-100-11-1-e-2.cssp;Pd;1;1;19.84
i-2-8-100-11-1-e-3.cssp;A;0;1;1800
i-2-8-100-11-1-e-3.cssp;Ad;1;1;677.26
i-2-8-100-11-1-e-3.cssp;P;1;1;999.54
i-2-8-100-11-1-e-3.cssp;Pd;1;1;933.58
i-2-8-100-11-1-e-4.cssp;A;1;1;1428.3
i-2-8-100-11-1-e-4.cssp;Ad;1;1;820.78
i-2-8-100-11-1-e-4.cssp;P;1;1;1642.84
i-2-8-100-11-1-e-4.cssp;Pd;1;1;1119.7
i-2-8-100-12-1-l-0.cssp;A;1;1;679.04
i-2-8-100-12-1-l-0.cssp;Ad;1;1;309.48
i-2-8-100-12-1-l-0.cssp;P;1;1;968.6
i-2-8-100-12-1-l-0.cssp;Pd;1;1;46.74
i-2-8-100-12-1-l-1.cssp;A;1;1;1000.22
i-2-8-100-12-1-l-1.cssp;Ad;1;1;1535.26
i-2-8-100-12-1-l-1.cssp;P;1;1;1274.76
i-2-8-100-12-1-l-1.cssp;Pd;1;1;8.58
i-2-8-100-12-1-l-2.cssp;A;1;1;876.42
i-2-8-100-12-1-l-2.cssp;Ad;1;1;246.18
i-2-8-100-12-1-l-2.cssp;P;1;1;778.1
i-2-8-100-12-1-l-2.cssp;Pd;1;1;49.96
i-2-8-100-12-1-l-3.cssp;A;1;1;1271.44
i-2-8-100-12-1-l-3.cssp;Ad;1;2;1800
i-2-8-100-12-1-l-3.cssp;P;1;1;914.58
i-2-8-100-12-1-l-3.cssp;Pd;1;1;1.04
i-2-8-100-12-1-l-4.cssp;A;1;1;1600.16
i-2-8-100-12-1-l-4.cssp;Ad;1;1;147.4
i-2-8-100-12-1-l-4.cssp;P;1;1;762.58
i-2-8-100-12-1-l-4.cssp;Pd;1;1;37.04
i-2-8-125-19-3-e-0.cssp;A;0;1.00E+20;1800
i-2-8-125-19-3-e-0.cssp;Ad;2;10;1800
i-2-8-125-19-3-e-0.cssp;P;0;4;1800
i-2-8-125-19-3-e-0.cssp;Pd;3;3;1541.08
i-2-8-125-19-3-e-1.cssp;A;0;6;1800
i-2-8-125-19-3-e-1.cssp;Ad;3;8;1800
i-2-8-125-19-3-e-1.cssp;P;0;4;1800
i-2-8-125-19-3-e-1.cssp;Pd;3;4;1800
i-2-8-125-19-3-e-2.cssp;A;0;8;1800
i-2-8-125-19-3-e-2.cssp;Ad;3;8;1800
i-2-8-125-19-3-e-2.cssp;P;0;4;1800
i-2-8-125-19-3-e-2.cssp;Pd;3;4;1800
i-2-8-125-19-3-e-3.cssp;A;0;10;1800
i-2-8-125-19-3-e-3.cssp;Ad;2;8;1800
i-2-8-125-19-3-e-3.cssp;P;0;4;1800
i-2-8-125-19-3-e-3.cssp;Pd;3;3;47.06
i-2-8-125-19-3-e-4.cssp;A;0;8;1800
i-2-8-125-19-3-e-4.cssp;Ad;2;7;1800
i-2-8-125-19-3-e-4.cssp;P;0;4;1800
i-2-8-125-19-3-e-4.cssp;Pd;3;4;1800
i-2-8-125-21-3-l-0.cssp;A;0;10;1800
i-2-8-125-21-3-l-0.cssp;Ad;3;9;1800
i-2-8-125-21-3-l-0.cssp;P;0;5;1573.26
i-2-8-125-21-3-l-0.cssp;Pd;3;5;1312.86
i-2-8-125-21-3-l-1.cssp;A;0;9;1800
i-2-8-125-21-3-l-1.cssp;Ad;3;9;1800
i-2-8-125-21-3-l-1.cssp;P;0;5;1646.12
i-2-8-125-21-3-l-1.cssp;Pd;3;3;124.34
i-2-8-125-21-3-l-2.cssp;A;0;9;1800
i-2-8-125-21-3-l-2.cssp;Ad;3;1.00E+20;1800
i-2-8-125-21-3-l-2.cssp;P;0;5;1469.72
i-2-8-125-21-3-l-2.cssp;Pd;3;4;1800
i-2-8-125-21-3-l-3.cssp;A;0;8;1800
i-2-8-125-21-3-l-3.cssp;Ad;3;9;1800
i-2-8-125-21-3-l-3.cssp;P;0;5;1498.76
i-2-8-125-21-3-l-3.cssp;Pd;3;4;1800
i-2-8-125-21-3-l-4.cssp;A;0;1.00E+20;1800
i-2-8-125-21-3-l-4.cssp;Ad;3;9;1800
i-2-8-125-21-3-l-4.cssp;P;0;4;1800
i-2-8-125-21-3-l-4.cssp;Pd;3;3;58.14
i-2-8-150-12-1-e-0.cssp;A;0;3;1800
i-2-8-150-12-1-e-0.cssp;Ad;1;1;1456.3
i-2-8-150-12-1-e-0.cssp;P;0;2;1800
i-2-8-150-12-1-e-0.cssp;Pd;1;1;98.24
i-2-8-150-12-1-e-1.cssp;A;0;1;1800
i-2-8-150-12-1-e-1.cssp;Ad;1;2;1800
i-2-8-150-12-1-e-1.cssp;P;0;2;1792.02
i-2-8-150-12-1-e-1.cssp;Pd;1;2;1800
i-2-8-150-12-1-e-2.cssp;A;0;7;1800
i-2-8-150-12-1-e-2.cssp;Ad;1;2;1800
i-2-8-150-12-1-e-2.cssp;P;0;2;1525.98
i-2-8-150-12-1-e-2.cssp;Pd;1;1;114.22
i-2-8-150-12-1-e-3.cssp;A;0;2;1800
i-2-8-150-12-1-e-3.cssp;Ad;1;1;1714.12
i-2-8-150-12-1-e-3.cssp;P;0;2;1800
i-2-8-150-12-1-e-3.cssp;Pd;1;1;1131.34
i-2-8-150-12-1-e-4.cssp;A;0;2;1800
i-2-8-150-12-1-e-4.cssp;Ad;1;1;694.84
i-2-8-150-12-1-e-4.cssp;P;0;2;1667.26
i-2-8-150-12-1-e-4.cssp;Pd;1;1;1173.38
i-2-8-150-13-1-l-0.cssp;A;0;6;1800
i-2-8-150-13-1-l-0.cssp;Ad;1;1;125.6
i-2-8-150-13-1-l-0.cssp;P;0;2;1800
i-2-8-150-13-1-l-0.cssp;Pd;1;1;441.46
i-2-8-150-13-1-l-1.cssp;A;0;3;1800
i-2-8-150-13-1-l-1.cssp;Ad;1;2;1800
i-2-8-150-13-1-l-1.cssp;P;0;2;1800
i-2-8-150-13-1-l-1.cssp;Pd;1;1;413.12
i-2-8-150-13-1-l-2.cssp;A;0;6;1800
i-2-8-150-13-1-l-2.cssp;Ad;1;1;715.8
i-2-8-150-13-1-l-2.cssp;P;0;2;1645.54
i-2-8-150-13-1-l-2.cssp;Pd;1;1;460.96
i-2-8-150-13-1-l-3.cssp;A;0;2;1800
i-2-8-150-13-1-l-3.cssp;Ad;1;2;1800
i-2-8-150-13-1-l-3.cssp;P;0;2;1800
i-2-8-150-13-1-l-3.cssp;Pd;1;3;983.32
i-2-8-150-13-1-l-4.cssp;A;0;4;1800
i-2-8-150-13-1-l-4.cssp;Ad;1;2;1800
i-2-8-150-13-1-l-4.cssp;P;0;2;1800
i-2-8-150-13-1-l-4.cssp;Pd;1;1;527.84
i-2-8-50-13-2-e-0.cssp;A;2;2;1114.08
i-2-8-50-13-2-e-0.cssp;Ad;2;2;74.82
i-2-8-50-13-2-e-0.cssp;P;2;2;72.4
i-2-8-50-13-2-e-0.cssp;Pd;2;2;62.26
i-2-8-50-13-2-e-1.cssp;A;1;2;1800
i-2-8-50-13-2-e-1.cssp;Ad;2;2;130.4
i-2-8-50-13-2-e-1.cssp;P;2;2;117.54
i-2-8-50-13-2-e-1.cssp;Pd;2;2;62.38
i-2-8-50-13-2-e-2.cssp;A;1;2;1800
i-2-8-50-13-2-e-2.cssp;Ad;2;2;254.32
i-2-8-50-13-2-e-2.cssp;P;2;2;172.44
i-2-8-50-13-2-e-2.cssp;Pd;2;2;104.5
i-2-8-50-13-2-e-3.cssp;A;2;2;598.86
i-2-8-50-13-2-e-3.cssp;Ad;2;2;72.56
i-2-8-50-13-2-e-3.cssp;P;2;2;105.44
i-2-8-50-13-2-e-3.cssp;Pd;2;2;77.12
i-2-8-50-13-2-e-4.cssp;A;0;2;1800
i-2-8-50-13-2-e-4.cssp;Ad;2;2;339.76
i-2-8-50-13-2-e-4.cssp;P;2;2;104.66
i-2-8-50-13-2-e-4.cssp;Pd;2;2;3.32
i-2-8-50-15-2-l-0.cssp;A;2;2;1241.38
i-2-8-50-15-2-l-0.cssp;Ad;2;3;1800
i-2-8-50-15-2-l-0.cssp;P;2;2;166.1
i-2-8-50-15-2-l-0.cssp;Pd;2;2;27.72
i-2-8-50-15-2-l-1.cssp;A;2;2;1106.2
i-2-8-50-15-2-l-1.cssp;Ad;2;2;129.9
i-2-8-50-15-2-l-1.cssp;P;2;2;130.14
i-2-8-50-15-2-l-1.cssp;Pd;2;2;2.96
i-2-8-50-15-2-l-2.cssp;A;0.197456;2;1800
i-2-8-50-15-2-l-2.cssp;Ad;2;2;773.46
i-2-8-50-15-2-l-2.cssp;P;2;2;180.92
i-2-8-50-15-2-l-2.cssp;Pd;2;2;131.44
i-2-8-50-15-2-l-3.cssp;A;2;2;1229.52
i-2-8-50-15-2-l-3.cssp;Ad;2;2;694.64
i-2-8-50-15-2-l-3.cssp;P;2;2;131.8
i-2-8-50-15-2-l-3.cssp;Pd;2;2;49.9
i-2-8-50-15-2-l-4.cssp;A;2;2;1213.66
i-2-8-50-15-2-l-4.cssp;Ad;2;2;498.02
i-2-8-50-15-2-l-4.cssp;P;2;2;157.36
i-2-8-50-15-2-l-4.cssp;Pd;2;2;81.12
i-2-8-75-14-2-e-0.cssp;A;1;2;1800
i-2-8-75-14-2-e-0.cssp;Ad;2;3;1800
i-2-8-75-14-2-e-0.cssp;P;2;2;807.92
i-2-8-75-14-2-e-0.cssp;Pd;2;2;212.72
i-2-8-75-14-2-e-1.cssp;A;1;3;1800
i-2-8-75-14-2-e-1.cssp;Ad;2;3;1800
i-2-8-75-14-2-e-1.cssp;P;2;2;741.7
i-2-8-75-14-2-e-1.cssp;Pd;2;2;951.86
i-2-8-75-14-2-e-2.cssp;A;1;2;1800
i-2-8-75-14-2-e-2.cssp;Ad;2;2;1398.78
i-2-8-75-14-2-e-2.cssp;P;2;2;735.3
i-2-8-75-14-2-e-2.cssp;Pd;2;2;366.22
i-2-8-75-14-2-e-3.cssp;A;0;2;1800
i-2-8-75-14-2-e-3.cssp;Ad;2;3;1800
i-2-8-75-14-2-e-3.cssp;P;2;2;1231.7
i-2-8-75-14-2-e-3.cssp;Pd;2;2;16.4
i-2-8-75-14-2-e-4.cssp;A;0.00189666;2;1800
i-2-8-75-14-2-e-4.cssp;Ad;2;3;1800
i-2-8-75-14-2-e-4.cssp;P;2;2;788.76
i-2-8-75-14-2-e-4.cssp;Pd;2;2;1132.64
i-2-8-75-16-2-l-0.cssp;A;0.0421136;4;1800
i-2-8-75-16-2-l-0.cssp;Ad;2;4;1800
i-2-8-75-16-2-l-0.cssp;P;2;2;739.2
i-2-8-75-16-2-l-0.cssp;Pd;2;2;154.18
i-2-8-75-16-2-l-1.cssp;A;1;2;1800
i-2-8-75-16-2-l-1.cssp;Ad;2;3;1800
i-2-8-75-16-2-l-1.cssp;P;2;2;448.48
i-2-8-75-16-2-l-1.cssp;Pd;2;2;4.64
i-2-8-75-16-2-l-2.cssp;A;1;2;1800
i-2-8-75-16-2-l-2.cssp;Ad;2;2;260.52
i-2-8-75-16-2-l-2.cssp;P;2;2;978.44
i-2-8-75-16-2-l-2.cssp;Pd;2;2;920.26
i-2-8-75-16-2-l-3.cssp;A;1;2;1800
i-2-8-75-16-2-l-3.cssp;Ad;2;3;1800
i-2-8-75-16-2-l-3.cssp;P;0;4;909.12
i-2-8-75-16-2-l-3.cssp;Pd;2;2;133
i-2-8-75-16-2-l-4.cssp;A;1;2;1800
i-2-8-75-16-2-l-4.cssp;Ad;2;2;698.82
i-2-8-75-16-2-l-4.cssp;P;2;2;968.88
i-2-8-75-16-2-l-4.cssp;Pd;2;2;230.22
i-4-2-100-11-1-e-0.cssp;A;1;1;114.36
i-4-2-100-11-1-e-0.cssp;Ad;1;1;6.52
i-4-2-100-11-1-e-0.cssp;P;1;1;28.08
i-4-2-100-11-1-e-0.cssp;Pd;1;1;0
i-4-2-100-11-1-e-1.cssp;A;1;1;132.98
i-4-2-100-11-1-e-1.cssp;Ad;1;1;12.26
i-4-2-100-11-1-e-1.cssp;P;1;1;28.08
i-4-2-100-11-1-e-1.cssp;Pd;1;1;0.02
i-4-2-100-11-1-e-2.cssp;A;1;1;100.32
i-4-2-100-11-1-e-2.cssp;Ad;1;1;13.24
i-4-2-100-11-1-e-2.cssp;P;1;1;26.84
i-4-2-100-11-1-e-2.cssp;Pd;1;1;0
i-4-2-100-11-1-e-3.cssp;A;1;1;138.52
i-4-2-100-11-1-e-3.cssp;Ad;1;1;34.32
i-4-2-100-11-1-e-3.cssp;P;1;1;28.62
i-4-2-100-11-1-e-3.cssp;Pd;1;1;0.02
i-4-2-100-11-1-e-4.cssp;A;1;1;145.98
i-4-2-100-11-1-e-4.cssp;Ad;1;1;4.54
i-4-2-100-11-1-e-4.cssp;P;1;1;25.66
i-4-2-100-11-1-e-4.cssp;Pd;1;1;0
i-4-2-100-15-1-l-0.cssp;A;1;1;102.78
i-4-2-100-15-1-l-0.cssp;Ad;1;1;4.3
i-4-2-100-15-1-l-0.cssp;P;1;1;26.82
i-4-2-100-15-1-l-0.cssp;Pd;1;1;0
i-4-2-100-15-1-l-1.cssp;A;1;1;85.02
i-4-2-100-15-1-l-1.cssp;Ad;1;1;23.24
i-4-2-100-15-1-l-1.cssp;P;1;1;30.3
i-4-2-100-15-1-l-1.cssp;Pd;1;1;0
i-4-2-100-15-1-l-2.cssp;A;1;1;128.78
i-4-2-100-15-1-l-2.cssp;Ad;1;1;0.72
i-4-2-100-15-1-l-2.cssp;P;1;1;27.64
i-4-2-100-15-1-l-2.cssp;Pd;1;1;0
i-4-2-100-15-1-l-3.cssp;A;1;1;128.02
i-4-2-100-15-1-l-3.cssp;Ad;1;1;1.06
i-4-2-100-15-1-l-3.cssp;P;1;1;31.24
i-4-2-100-15-1-l-3.cssp;Pd;1;1;0.02
i-4-2-100-15-1-l-4.cssp;A;1;1;177.04
i-4-2-100-15-1-l-4.cssp;Ad;1;1;6.8
i-4-2-100-15-1-l-4.cssp;P;1;1;28.88
i-4-2-100-15-1-l-4.cssp;Pd;1;1;0
i-4-2-125-16-2-e-0.cssp;A;1;2;1800
i-4-2-125-16-2-e-0.cssp;Ad;2;2;59.28
i-4-2-125-16-2-e-0.cssp;P;2;2;84.82
i-4-2-125-16-2-e-0.cssp;Pd;2;2;0.06
i-4-2-125-16-2-e-1.cssp;A;1;2;1800
i-4-2-125-16-2-e-1.cssp;Ad;2;3;1800
i-4-2-125-16-2-e-1.cssp;P;2;2;89.92
i-4-2-125-16-2-e-1.cssp;Pd;2;2;0
i-4-2-125-16-2-e-2.cssp;A;0;2;1800
i-4-2-125-16-2-e-2.cssp;Ad;2;2;75.26
i-4-2-125-16-2-e-2.cssp;P;2;2;93.82
i-4-2-125-16-2-e-2.cssp;Pd;2;2;0.02
i-4-2-125-16-2-e-3.cssp;A;1;2;1800
i-4-2-125-16-2-e-3.cssp;Ad;2;2;6.34
i-4-2-125-16-2-e-3.cssp;P;2;2;70.58
i-4-2-125-16-2-e-3.cssp;Pd;2;2;0.12
i-4-2-125-16-2-e-4.cssp;A;1;1;514.56
i-4-2-125-16-2-e-4.cssp;Ad;1;1;1.34
i-4-2-125-16-2-e-4.cssp;P;1;1;56.66
i-4-2-125-16-2-e-4.cssp;Pd;1;1;0.02
i-4-2-125-21-2-l-0.cssp;A;1;2;1800
i-4-2-125-21-2-l-0.cssp;Ad;2;2;37.76
i-4-2-125-21-2-l-0.cssp;P;2;2;80.76
i-4-2-125-21-2-l-0.cssp;Pd;2;2;0.1
i-4-2-125-21-2-l-1.cssp;A;1;2;1800
i-4-2-125-21-2-l-1.cssp;Ad;2;2;153.94
i-4-2-125-21-2-l-1.cssp;P;2;2;74.32
i-4-2-125-21-2-l-1.cssp;Pd;2;2;0.02
i-4-2-125-21-2-l-2.cssp;A;1;2;1800
i-4-2-125-21-2-l-2.cssp;Ad;2;2;1.9
i-4-2-125-21-2-l-2.cssp;P;2;2;81.06
i-4-2-125-21-2-l-2.cssp;Pd;2;2;0
i-4-2-125-21-2-l-3.cssp;A;0;2;1800
i-4-2-125-21-2-l-3.cssp;Ad;2;2;40.9
i-4-2-125-21-2-l-3.cssp;P;2;2;88.78
i-4-2-125-21-2-l-3.cssp;Pd;2;2;0.14
i-4-2-125-21-2-l-4.cssp;A;1;2;1800
i-4-2-125-21-2-l-4.cssp;Ad;2;2;1006.64
i-4-2-125-21-2-l-4.cssp;P;2;2;82.9
i-4-2-125-21-2-l-4.cssp;Pd;2;2;0.04
i-4-2-150-12-1-e-0.cssp;A;1;1;384.66
i-4-2-150-12-1-e-0.cssp;Ad;1;1;86.76
i-4-2-150-12-1-e-0.cssp;P;1;1;117.98
i-4-2-150-12-1-e-0.cssp;Pd;1;1;0.04
i-4-2-150-12-1-e-1.cssp;A;1;1;706.54
i-4-2-150-12-1-e-1.cssp;Ad;1;1;42.56
i-4-2-150-12-1-e-1.cssp;P;1;1;121.74
i-4-2-150-12-1-e-1.cssp;Pd;1;1;0.12
i-4-2-150-12-1-e-2.cssp;A;1;1;552.94
i-4-2-150-12-1-e-2.cssp;Ad;1;1;59.5
i-4-2-150-12-1-e-2.cssp;P;1;1;111.52
i-4-2-150-12-1-e-2.cssp;Pd;1;1;0.16
i-4-2-150-12-1-e-3.cssp;A;1;1;533.42
i-4-2-150-12-1-e-3.cssp;Ad;1;1;57.2
i-4-2-150-12-1-e-3.cssp;P;1;1;115.12
i-4-2-150-12-1-e-3.cssp;Pd;1;1;0.2
i-4-2-150-12-1-e-4.cssp;A;1;1;492.06
i-4-2-150-12-1-e-4.cssp;Ad;1;1;1.72
i-4-2-150-12-1-e-4.cssp;P;1;1;102.92
i-4-2-150-12-1-e-4.cssp;Pd;1;1;0.04
i-4-2-150-16-1-l-0.cssp;A;1;2;1800
i-4-2-150-16-1-l-0.cssp;Ad;1;1;3.92
i-4-2-150-16-1-l-0.cssp;P;1;1;125.46
i-4-2-150-16-1-l-0.cssp;Pd;1;1;0.02
i-4-2-150-16-1-l-1.cssp;A;1;1;706.74
i-4-2-150-16-1-l-1.cssp;Ad;1;1;102.64
i-4-2-150-16-1-l-1.cssp;P;1;1;136.36
i-4-2-150-16-1-l-1.cssp;Pd;1;1;0.02
i-4-2-150-16-1-l-2.cssp;A;1;1;517.04
i-4-2-150-16-1-l-2.cssp;Ad;1;1;2.96
i-4-2-150-16-1-l-2.cssp;P;1;1;133.76
i-4-2-150-16-1-l-2.cssp;Pd;1;1;0.02
i-4-2-150-16-1-l-3.cssp;A;1;1;251.02
i-4-2-150-16-1-l-3.cssp;Ad;1;1;17.1
i-4-2-150-16-1-l-3.cssp;P;1;1;139.1
i-4-2-150-16-1-l-3.cssp;Pd;1;1;0.02
i-4-2-150-16-1-l-4.cssp;A;1;1;525.52
i-4-2-150-16-1-l-4.cssp;Ad;1;1;44.52
i-4-2-150-16-1-l-4.cssp;P;1;1;131.06
i-4-2-150-16-1-l-4.cssp;Pd;1;1;0.02
i-4-2-50-15-2-e-0.cssp;A;2;2;263.14
i-4-2-50-15-2-e-0.cssp;Ad;2;2;25.36
i-4-2-50-15-2-e-0.cssp;P;2;2;2.44
i-4-2-50-15-2-e-0.cssp;Pd;2;2;0
i-4-2-50-15-2-e-1.cssp;A;2;2;754.74
i-4-2-50-15-2-e-1.cssp;Ad;2;2;25.18
i-4-2-50-15-2-e-1.cssp;P;2;2;2.88
i-4-2-50-15-2-e-1.cssp;Pd;2;2;0.04
i-4-2-50-15-2-e-2.cssp;A;1;2;1800
i-4-2-50-15-2-e-2.cssp;Ad;2;2;4.66
