filename;formulation;lb;ub;time
i-4-8-75-8-2-e-1.cssp;Ad;2;2;296.54
i-4-8-75-8-2-e-1.cssp;P;2;2;1353.68
i-4-8-75-8-2-e-1.cssp;Pd;2;3;1800
i-4-8-75-8-2-e-2.cssp;A;0;2;1800
i-4-8-75-8-2-e-2.cssp;Ad;2;3;1800
i-4-8-75-8-2-e-2.cssp;P;2;2;1455.06
i-4-8-75-8-2-e-2.cssp;Pd;2;2;161.96
i-4-8-75-8-2-e-3.cssp;A;1;2;1800
i-4-8-75-8-2-e-3.cssp;Ad;2;2;293.56
i-4-8-75-8-2-e-3.cssp;P;2;2;1324.36
i-4-8-75-8-2-e-3.cssp;Pd;2;2;80.8
i-4-8-75-8-2-e-4.cssp;A;1;2;1800
i-4-8-75-8-2-e-4.cssp;Ad;2;3;1800
i-4-8-75-8-2-e-4.cssp;P;2;2;1035.94
i-4-8-75-8-2-e-4.cssp;Pd;2;3;1800
i-4-8-75-9-2-l-0.cssp;A;1;2;1800
i-4-8-75-9-2-l-0.cssp;Ad;2;2;1437.58
i-4-8-75-9-2-l-0.cssp;P;2;2;1724.56
i-4-8-75-9-2-l-0.cssp;Pd;2;2;1056.64
i-4-8-75-9-2-l-1.cssp;A;1;2;1800
i-4-8-75-9-2-l-1.cssp;Ad;2;2;466.22
i-4-8-75-9-2-l-1.cssp;P;0;4;1104.54
i-4-8-75-9-2-l-1.cssp;Pd;2;2;1124.74
i-4-8-75-9-2-l-2.cssp;A;1;3;1800
i-4-8-75-9-2-l-2.cssp;Ad;2;4;1800
i-4-8-75-9-2-l-2.cssp;P;1;4;1043.76
i-4-8-75-9-2-l-2.cssp;Pd;2;2;792.94
i-4-8-75-9-2-l-3.cssp;A;0;3;1800
i-4-8-75-9-2-l-3.cssp;Ad;2;5;1800
i-4-8-75-9-2-l-3.cssp;P;0;4;1111.86
i-4-8-75-9-2-l-3.cssp;Pd;2;2;946.96
i-4-8-75-9-2-l-4.cssp;A;1;2;1800
i-4-8-75-9-2-l-4.cssp;Ad;2;4;1800
i-4-8-75-9-2-l-4.cssp;P;0;4;981.46
i-4-8-75-9-2-l-4.cssp;Pd;2;2;173.74
r-20-2-100-9-2-0.cssp;A;0.5;3;1800
r-20-2-100-9-2-0.cssp;Ad;3;3;25.42
r-20-2-100-9-2-0.cssp;P;3;3;135.4
r-20-2-100-9-2-0.cssp;Pd;3;3;0.04
r-20-2-100-9-2-1.cssp;A;1;2;1800
r-20-2-100-9-2-1.cssp;Ad;2;2;72.7
r-20-2-100-9-2-1.cssp;P;2;2;58.2
r-20-2-100-9-2-1.cssp;Pd;2;2;0
r-20-2-100-9-2-2.cssp;A;1;3;1800
r-20-2-100-9-2-2.cssp;Ad;3;3;15.4
r-20-2-100-9-2-2.cssp;P;3;3;145.04
r-20-2-100-9-2-2.cssp;Pd;3;3;0.1
r-20-2-100-9-2-3.cssp;A;1;3;1800
r-20-2-100-9-2-3.cssp;Ad;3;3;29.58
r-20-2-100-9-2-3.cssp;P;3;3;99.8
r-20-2-100-9-2-3.cssp;Pd;3;3;0.04
r-20-2-100-9-2-4.cssp;A;1;3;1800
r-20-2-100-9-2-4.cssp;Ad;3;3;11.66
r-20-2-100-9-2-4.cssp;P;3;3;86.12
r-20-2-100-9-2-4.cssp;Pd;3;3;0.04
r-20-2-125-13-3-0.cssp;A;1;5;1800
r-20-2-125-13-3-0.cssp;Ad;5;5;132.72
r-20-2-125-13-3-0.cssp;P;5;5;149.34
r-20-2-125-13-3-0.cssp;Pd;5;5;0.32
r-20-2-125-13-3-1.cssp;A;1;5;1800
r-20-2-125-13-3-1.cssp;Ad;5;5;100.52
r-20-2-125-13-3-1.cssp;P;5;5;196.94
r-20-2-125-13-3-1.cssp;Pd;5;5;0.3
r-20-2-125-13-3-2.cssp;A;1;4;1800
r-20-2-125-13-3-2.cssp;Ad;4;4;463.6
r-20-2-125-13-3-2.cssp;P;4;4;176.68
r-20-2-125-13-3-2.cssp;Pd;4;4;0.04
r-20-2-125-13-3-3.cssp;A;2;5;1800
r-20-2-125-13-3-3.cssp;Ad;4;5;1800
r-20-2-125-13-3-3.cssp;P;4;4;127.64
r-20-2-125-13-3-3.cssp;Pd;4;4;0
r-20-2-125-13-3-4.cssp;A;1;4;1800
r-20-2-125-13-3-4.cssp;Ad;4;4;74.06
r-20-2-125-13-3-4.cssp;P;4;4;191.8
r-20-2-125-13-3-4.cssp;Pd;4;4;0.02
r-20-2-150-10-2-0.cssp;A;1;4;1800
r-20-2-150-10-2-0.cssp;Ad;3;3;739.56
r-20-2-150-10-2-0.cssp;P;3;3;403.88
r-20-2-150-10-2-0.cssp;Pd;3;3;0.08
r-20-2-150-10-2-1.cssp;A;1;3;1800
r-20-2-150-10-2-1.cssp;Ad;3;3;39.68
r-20-2-150-10-2-1.cssp;P;3;3;371.78
r-20-2-150-10-2-1.cssp;Pd;3;3;0.06
r-20-2-150-10-2-2.cssp;A;0;5;1800
r-20-2-150-10-2-2.cssp;Ad;3;4;1800
r-20-2-150-10-2-2.cssp;P;3;3;618.54
r-20-2-150-10-2-2.cssp;Pd;3;3;0.12
r-20-2-150-10-2-3.cssp;A;1;3;1800
r-20-2-150-10-2-3.cssp;Ad;3;3;65.38
r-20-2-150-10-2-3.cssp;P;3;3;774.42
r-20-2-150-10-2-3.cssp;Pd;3;3;0.12
r-20-2-150-10-2-4.cssp;A;1;3;1800
r-20-2-150-10-2-4.cssp;Ad;3;3;263.8
r-20-2-150-10-2-4.cssp;P;3;3;686.22
r-20-2-150-10-2-4.cssp;Pd;3;3;0.08
r-20-2-50-15-4-0.cssp;A;3;6;1800
r-20-2-50-15-4-0.cssp;Ad;6;6;6
r-20-2-50-15-4-0.cssp;P;6;6;5.78
r-20-2-50-15-4-0.cssp;Pd;6;6;0.06
r-20-2-50-15-4-1.cssp;A;4;6;1800
r-20-2-50-15-4-1.cssp;Ad;6;6;48.06
r-20-2-50-15-4-1.cssp;P;6;6;5.54
r-20-2-50-15-4-1.cssp;Pd;6;6;0.02
r-20-2-50-15-4-2.cssp;A;3;5;1800
r-20-2-50-15-4-2.cssp;Ad;5;6;1800
r-20-2-50-15-4-2.cssp;P;5;5;9.7
r-20-2-50-15-4-2.cssp;Pd;5;5;0
r-20-2-50-15-4-3.cssp;A;2;6;1800
r-20-2-50-15-4-3.cssp;Ad;6;6;39.04
r-20-2-50-15-4-3.cssp;P;6;6;6
r-20-2-50-15-4-3.cssp;Pd;6;6;0.14
r-20-2-50-15-4-4.cssp;A;4;6;1800
r-20-2-50-15-4-4.cssp;Ad;6;6;66.2
r-20-2-50-15-4-4.cssp;P;6;6;5.9
r-20-2-50-15-4-4.cssp;Pd;6;6;0.06
r-20-2-75-12-3-0.cssp;A;2;5;1800
r-20-2-75-12-3-0.cssp;Ad;5;5;55.48
r-20-2-75-12-3-0.cssp;P;5;5;24.7
r-20-2-75-12-3-0.cssp;Pd;5;5;0.14
r-20-2-75-12-3-1.cssp;A;2;4;1800
r-20-2-75-12-3-1.cssp;Ad;4;4;273.4
r-20-2-75-12-3-1.cssp;P;4;4;23.6
r-20-2-75-12-3-1.cssp;Pd;4;4;0.02
r-20-2-75-12-3-2.cssp;A;2;4;1800
r-20-2-75-12-3-2.cssp;Ad;4;4;86.14
r-20-2-75-12-3-2.cssp;P;4;4;26.66
r-20-2-75-12-3-2.cssp;Pd;4;4;0.08
r-20-2-75-12-3-3.cssp;A;2;4;1800
r-20-2-75-12-3-3.cssp;Ad;4;4;249.12
r-20-2-75-12-3-3.cssp;P;4;4;22.22
r-20-2-75-12-3-3.cssp;Pd;4;4;0.04
r-20-2-75-12-3-4.cssp;A;2;4;1800
r-20-2-75-12-3-4.cssp;Ad;4;5;1800
r-20-2-75-12-3-4.cssp;P;4;4;27.26
r-20-2-75-12-3-4.cssp;Pd;4;4;0.04
r-20-4-100-15-7-0.cssp;A;0.00962223;10;1800
r-20-4-100-15-7-0.cssp;Ad;6;9;1800
r-20-4-100-15-7-0.cssp;P;0;8;786.26
r-20-4-100-15-7-0.cssp;Pd;6;8;972.88
r-20-4-100-15-7-1.cssp;A;0.0149145;11;1800
r-20-4-100-15-7-1.cssp;Ad;6;9;1800
r-20-4-100-15-7-1.cssp;P;0;8;748.4
r-20-4-100-15-7-1.cssp;Pd;6;8;875.74
r-20-4-100-15-7-2.cssp;A;1;9;1800
r-20-4-100-15-7-2.cssp;Ad;6;10;1800
r-20-4-100-15-7-2.cssp;P;0;8;649.54
r-20-4-100-15-7-2.cssp;Pd;6;8;832.58
r-20-4-100-15-7-3.cssp;A;1;10;1800
r-20-4-100-15-7-3.cssp;Ad;6;11;1800
r-20-4-100-15-7-3.cssp;P;0;8;721.42
r-20-4-100-15-7-3.cssp;Pd;6;8;990.28
r-20-4-100-15-7-4.cssp;A;0;10;1800
r-20-4-100-15-7-4.cssp;Ad;6;10;1800
r-20-4-100-15-7-4.cssp;P;5.08E-15;8;716.96
r-20-4-100-15-7-4.cssp;Pd;6;8;919.42
r-20-4-125-17-8-0.cssp;A;0;11;1800
r-20-4-125-17-8-0.cssp;Ad;7;1.00E+20;1800
r-20-4-125-17-8-0.cssp;P;0;9;744.06
r-20-4-125-17-8-0.cssp;Pd;7;9;1306.72
r-20-4-125-17-8-1.cssp;A;0;11;1800
r-20-4-125-17-8-1.cssp;Ad;7;1.00E+20;1800
r-20-4-125-17-8-1.cssp;P;0;10;715.38
r-20-4-125-17-8-1.cssp;Pd;7;9;1225.52
r-20-4-125-17-8-2.cssp;A;0;11;1800
r-20-4-125-17-8-2.cssp;Ad;7;1.00E+20;1800
r-20-4-125-17-8-2.cssp;P;0;10;828.44
r-20-4-125-17-8-2.cssp;Pd;7;9;1076.6
r-20-4-125-17-8-3.cssp;A;0;12;1800
r-20-4-125-17-8-3.cssp;Ad;7;12;1800
r-20-4-125-17-8-3.cssp;P;0;10;757.44
r-20-4-125-17-8-3.cssp;Pd;7;9;1265.62
r-20-4-125-17-8-4.cssp;A;0;1.00E+20;1800
r-20-4-125-17-8-4.cssp;Ad;7;12;1800
r-20-4-125-17-8-4.cssp;P;0;9;700
r-20-4-125-17-8-4.cssp;Pd;7;9;1249.08
r-20-4-150-8-3-0.cssp;A;0;4;1800
r-20-4-150-8-3-0.cssp;Ad;3;6;1800
r-20-4-150-8-3-0.cssp;P;0;4;736.92
r-20-4-150-8-3-0.cssp;Pd;3;4;1800
r-20-4-150-8-3-1.cssp;A;0;5;1800
r-20-4-150-8-3-1.cssp;Ad;3;4;1800
r-20-4-150-8-3-1.cssp;P;0;4;818.28
r-20-4-150-8-3-1.cssp;Pd;3;4;1800
r-20-4-150-8-3-2.cssp;A;0;4;1800
r-20-4-150-8-3-2.cssp;Ad;3;5;1800
r-20-4-150-8-3-2.cssp;P;0;4;892.72
r-20-4-150-8-3-2.cssp;Pd;3;4;1800
r-20-4-150-8-3-3.cssp;A;0;6;1800
r-20-4-150-8-3-3.cssp;Ad;3;5;1800
r-20-4-150-8-3-3.cssp;P;0;4;764.44
r-20-4-150-8-3-3.cssp;Pd;3;4;1800
r-20-4-150-8-3-4.cssp;A;0;4;1800
r-20-4-150-8-3-4.cssp;Ad;3;4;1800
r-20-4-150-8-3-4.cssp;P;0;4;807.3
r-20-4-150-8-3-4.cssp;Pd;3;3;183.4
r-20-4-50-20-10-0.cssp;A;5;12;1800
r-20-4-50-20-10-0.cssp;Ad;9;13;1800
r-20-4-50-20-10-0.cssp;P;11;11;203.56
r-20-4-50-20-10-0.cssp;Pd;11;11;241.8
r-20-4-50-20-10-1.cssp;A;5;13;1800
r-20-4-50-20-10-1.cssp;Ad;9;12;1800
r-20-4-50-20-10-1.cssp;P;11;11;193.8
r-20-4-50-20-10-1.cssp;Pd;11;11;301.22
r-20-4-50-20-10-2.cssp;A;6;12;1800
r-20-4-50-20-10-2.cssp;Ad;9;13;1800
r-20-4-50-20-10-2.cssp;P;12;12;394.88
r-20-4-50-20-10-2.cssp;Pd;12;12;291.88
r-20-4-50-20-10-3.cssp;A;5;1.00E+20;1800
r-20-4-50-20-10-3.cssp;Ad;9;13;1800
r-20-4-50-20-10-3.cssp;P;11;11;257.76
r-20-4-50-20-10-3.cssp;Pd;11;11;354.9
r-20-4-50-20-10-4.cssp;A;6;1.00E+20;1800
r-20-4-50-20-10-4.cssp;Ad;9;13;1800
r-20-4-50-20-10-4.cssp;P;11;11;275.22
r-20-4-50-20-10-4.cssp;Pd;11;11;238.56
r-20-4-75-13-6-0.cssp;A;2;9;1800
r-20-4-75-13-6-0.cssp;Ad;5;9;1800
r-20-4-75-13-6-0.cssp;P;7;7;1638.5
r-20-4-75-13-6-0.cssp;Pd;7;7;1445.6
r-20-4-75-13-6-1.cssp;A;1;8;1800
r-20-4-75-13-6-1.cssp;Ad;5;10;1800
r-20-4-75-13-6-1.cssp;P;7;7;1571.84
r-20-4-75-13-6-1.cssp;Pd;7;7;1260.46
r-20-4-75-13-6-2.cssp;A;1;7;1800
r-20-4-75-13-6-2.cssp;Ad;5;12;1800
r-20-4-75-13-6-2.cssp;P;7;7;1139.2
r-20-4-75-13-6-2.cssp;Pd;7;7;1657.02
r-20-4-75-13-6-3.cssp;A;1;9;1800
r-20-4-75-13-6-3.cssp;Ad;5;9;1800
r-20-4-75-13-6-3.cssp;P;7;7;1105.24
r-20-4-75-13-6-3.cssp;Pd;6;7;1800
r-20-4-75-13-6-4.cssp;A;2;8;1800
r-20-4-75-13-6-4.cssp;Ad;5;9;1800
r-20-4-75-13-6-4.cssp;P;7;7;1016.2
r-20-4-75-13-6-4.cssp;Pd;7;7;1662.7
r-20-8-100-18-11-0.cssp;A;1;1.00E+20;1800
r-20-8-100-18-11-0.cssp;Ad;8;1.00E+20;1800
r-20-8-100-18-11-0.cssp;P;0;13;806.06
r-20-8-100-18-11-0.cssp;Pd;8;13;820.42
r-20-8-100-18-11-1.cssp;A;1;1.00E+20;1800
r-20-8-100-18-11-1.cssp;Ad;8;1.00E+20;1800
r-20-8-100-18-11-1.cssp;P;0;13;953.36
r-20-8-100-18-11-1.cssp;Pd;8;13;978.04
r-20-8-100-18-11-2.cssp;A;1;1.00E+20;1800
r-20-8-100-18-11-2.cssp;Ad;8;1.00E+20;1800
r-20-8-100-18-11-2.cssp;P;0;13;921.68
r-20-8-100-18-11-2.cssp;Pd;8;13;836.38
r-20-8-100-18-11-3.cssp;A;1;1.00E+20;1800
r-20-8-100-18-11-3.cssp;Ad;8;1.00E+20;1800
r-20-8-100-18-11-3.cssp;P;0;13;875.3
r-20-8-100-18-11-3.cssp;Pd;8;13;831.78
r-20-8-100-18-11-4.cssp;A;1;1.00E+20;1800
r-20-8-100-18-11-4.cssp;Ad;8;1.00E+20;1800
r-20-8-100-18-11-4.cssp;P;0;13;912.7
r-20-8-100-18-11-4.cssp;Pd;8;13;933.48
r-20-8-109-18-11-0.cssp;A;0;1.00E+20;1800
r-20-8-109-18-11-0.cssp;Ad;8;1.00E+20;1800
r-20-8-109-18-11-0.cssp;P;0;13;802.24
r-20-8-109-18-11-0.cssp;Pd;8;13;835.24
r-20-8-109-18-11-1.cssp;A;0;1.00E+20;1800
r-20-8-109-18-11-1.cssp;Ad;8;1.00E+20;1800
r-20-8-109-18-11-1.cssp;P;0;13;810.7
r-20-8-109-18-11-1.cssp;Pd;8;13;675.12
r-20-8-109-18-11-2.cssp;A;0;1.00E+20;1800
r-20-8-109-18-11-2.cssp;Ad;8;1.00E+20;1800
r-20-8-109-18-11-2.cssp;P;0;13;863.52
r-20-8-109-18-11-2.cssp;Pd;8;13;1040.44
r-20-8-109-18-11-3.cssp;A;0;1.00E+20;1800
r-20-8-109-18-11-3.cssp;Ad;8;1.00E+20;1800
r-20-8-109-18-11-3.cssp;P;0;13;814.26
r-20-8-109-18-11-3.cssp;Pd;8;13;803.6
r-20-8-109-18-11-4.cssp;A;2.78E-17;1.00E+20;1800
r-20-8-109-18-11-4.cssp;Ad;7;16;1800
r-20-8-109-18-11-4.cssp;P;0;13;775.98
r-20-8-109-18-11-4.cssp;Pd;8;13;901.92
r-20-8-150-11-6-0.cssp;A;0;1.00E+20;1800
r-20-8-150-11-6-0.cssp;Ad;4;1.00E+20;1800
r-20-8-150-11-6-0.cssp;P;0;8;709.76
r-20-8-150-11-6-0.cssp;Pd;4;8;1276.4
r-20-8-150-11-6-1.cssp;A;0;1.00E+20;1800
r-20-8-150-11-6-1.cssp;Ad;4;1.00E+20;1800
r-20-8-150-11-6-1.cssp;P;0;8;702.44
r-20-8-150-11-6-1.cssp;Pd;4;8;921.06
r-20-8-150-11-6-2.cssp;A;0;1.00E+20;1800
r-20-8-150-11-6-2.cssp;Ad;4;1.00E+20;1800
r-20-8-150-11-6-2.cssp;P;0;8;800.24
r-20-8-150-11-6-2.cssp;Pd;4;8;928.54
r-20-8-150-11-6-3.cssp;A;0;1.00E+20;1800
r-20-8-150-11-6-3.cssp;Ad;4;10;1800
r-20-8-150-11-6-3.cssp;P;0;8;692.72
r-20-8-150-11-6-3.cssp;Pd;4;8;1081.28
r-20-8-150-11-6-4.cssp;A;0;1.00E+20;1800
r-20-8-150-11-6-4.cssp;Ad;4;1.00E+20;1800
r-20-8-150-11-6-4.cssp;P;0;8;707.54
r-20-8-150-11-6-4.cssp;Pd;4;8;981.52
r-20-8-50-16-10-0.cssp;A;4;1.00E+20;1800
r-20-8-50-16-10-0.cssp;Ad;7;1.00E+20;1800
r-20-8-50-16-10-0.cssp;P;7;11;674.38
r-20-8-50-16-10-0.cssp;Pd;7;11;955.3
r-20-8-50-16-10-1.cssp;A;3;1.00E+20;1800
r-20-8-50-16-10-1.cssp;Ad;7;12;1800
r-20-8-50-16-10-1.cssp;P;2;12;711.1
r-20-8-50-16-10-1.cssp;Pd;7;12;634.48
r-20-8-50-16-10-2.cssp;A;4;1.00E+20;1800
r-20-8-50-16-10-2.cssp;Ad;7;1.00E+20;1800
r-20-8-50-16-10-2.cssp;P;7;11;787.88
r-20-8-50-16-10-2.cssp;Pd;7;12;596.9
r-20-8-50-16-10-3.cssp;A;4;1.00E+20;1800
r-20-8-50-16-10-3.cssp;Ad;7;1.00E+20;1800
r-20-8-50-16-10-3.cssp;P;7;12;550.88
r-20-8-50-16-10-3.cssp;Pd;7;12;615.46
r-20-8-50-16-10-4.cssp;A;3;1.00E+20;1800
r-20-8-50-16-10-4.cssp;Ad;7;1.00E+20;1800
r-20-8-50-16-10-4.cssp;P;7;12;621.16
r-20-8-50-16-10-4.cssp;Pd;7;12;627.42
r-20-8-75-12-7-0.cssp;A;1;1.00E+20;1800
r-20-8-75-12-7-0.cssp;Ad;5;1.00E+20;1800
r-20-8-75-12-7-0.cssp;P;0;9;639.96
r-20-8-75-12-7-0.cssp;Pd;5;8;1122.96
r-20-8-75-12-7-1.cssp;A;1;1.00E+20;1800
r-20-8-75-12-7-1.cssp;Ad;5;1.00E+20;1800
r-20-8-75-12-7-1.cssp;P;0;9;704.98
r-20-8-75-12-7-1.cssp;Pd;5;8;883.18
r-20-8-75-12-7-2.cssp;A;0;1.00E+20;1800
r-20-8-75-12-7-2.cssp;Ad;5;1.00E+20;1800
r-20-8-75-12-7-2.cssp;P;0;9;679.06
r-20-8-75-12-7-2.cssp;Pd;5;8;707.04
r-20-8-75-12-7-3.cssp;A;1;1.00E+20;1800
r-20-8-75-12-7-3.cssp;Ad;5;1.00E+20;1800
r-20-8-75-12-7-3.cssp;P;0;9;659.12
r-20-8-75-12-7-3.cssp;Pd;5;8;965.26
r-20-8-75-12-7-4.cssp;A;1;1.00E+20;1800
r-20-8-75-12-7-4.cssp;Ad;5;1.00E+20;1800
r-20-8-75-12-7-4.cssp;P;0;9;677.26
r-20-8-75-12-7-4.cssp;Pd;5;8;1103.84
r-2-2-100-20-1-0.cssp;A;1;1;160.02
r-2-2-100-20-1-0.cssp;Ad;1;1;1.86
r-2-2-100-20-1-0.cssp;P;1;1;30.5
r-2-2-100-20-1-0.cssp;Pd;1;1;0.02
r-2-2-100-20-1-1.cssp;A;1;2;1800
r-2-2-100-20-1-1.cssp;Ad;2;2;5.8
r-2-2-100-20-1-1.cssp;P;2;2;32.66
r-2-2-100-20-1-1.cssp;Pd;2;2;0.04
r-2-2-100-20-1-2.cssp;A;1;2;1800
r-2-2-100-20-1-2.cssp;Ad;2;2;1.1
r-2-2-100-20-1-2.cssp;P;2;2;29.66
r-2-2-100-20-1-2.cssp;Pd;2;2;0.04
r-2-2-100-20-1-3.cssp;A;2;2;547.14
r-2-2-100-20-1-3.cssp;Ad;2;2;17.98
r-2-2-100-20-1-3.cssp;P;2;2;34.08
r-2-2-100-20-1-3.cssp;Pd;2;2;0
r-2-2-100-20-1-4.cssp;A;2;2;238.34
r-2-2-100-20-1-4.cssp;Ad;2;2;6.1
r-2-2-100-20-1-4.cssp;P;2;2;48.52
r-2-2-100-20-1-4.cssp;Pd;2;2;0.04
r-2-2-50-17-1-0.cssp;A;1;1;21.22
r-2-2-50-17-1-0.cssp;Ad;1;1;2.04
r-2-2-50-17-1-0.cssp;P;1;1;1.7
r-2-2-50-17-1-0.cssp;Pd;1;1;0
r-2-2-50-17-1-1.cssp;A;1;1;15.22
r-2-2-50-17-1-1.cssp;Ad;1;1;2.14
r-2-2-50-17-1-1.cssp;P;1;1;1.6
r-2-2-50-17-1-1.cssp;Pd;1;1;0
r-2-2-50-17-1-2.cssp;A;2;2;9.18
r-2-2-50-17-1-2.cssp;Ad;2;2;12
r-2-2-50-17-1-2.cssp;P;2;2;1.86
r-2-2-50-17-1-2.cssp;Pd;2;2;0.02
r-2-2-50-17-1-3.cssp;A;0;0;6.24
r-2-2-50-17-1-3.cssp;Ad;0;0;0.06
r-2-2-50-17-1-3.cssp;P;0;0;0.9
r-2-2-50-17-1-3.cssp;Pd;0;0;0
r-2-2-50-17-1-4.cssp;A;1;1;3.72
r-2-2-50-17-1-4.cssp;Ad;1;1;1.94
r-2-2-50-17-1-4.cssp;P;1;1;1.66
r-2-2-50-17-1-4.cssp;Pd;1;1;0.02
r-2-2-75-19-1-0.cssp;A;2;2;213.6
r-2-2-75-19-1-0.cssp;Ad;2;2;3.06
r-2-2-75-19-1-0.cssp;P;2;2;10.88
r-2-2-75-19-1-0.cssp;Pd;2;2;0
r-2-2-75-19-1-1.cssp;A;2;2;165.64
r-2-2-75-19-1-1.cssp;Ad;2;2;5.68
r-2-2-75-19-1-1.cssp;P;2;2;10.6
r-2-2-75-19-1-1.cssp;Pd;2;2;0.02
r-2-2-75-19-1-2.cssp;A;1;1;45.64
r-2-2-75-19-1-2.cssp;Ad;1;1;58.4
r-2-2-75-19-1-2.cssp;P;1;1;8.5
r-2-2-75-19-1-2.cssp;Pd;1;1;0.02
r-2-2-75-19-1-3.cssp;A;2;2;305.28
r-2-2-75-19-1-3.cssp;Ad;2;2;6.12
r-2-2-75-19-1-3.cssp;P;2;2;14.2
r-2-2-75-19-1-3.cssp;Pd;2;2;0.02
r-2-2-75-19-1-4.cssp;A;2;2;103.84
r-2-2-75-19-1-4.cssp;Ad;2;2;0.56
r-2-2-75-19-1-4.cssp;P;2;2;9.44
r-2-2-75-19-1-4.cssp;Pd;2;2;0.04
r-2-4-100-13-1-0.cssp;A;1;1;394.68
r-2-4-100-13-1-0.cssp;Ad;1;1;136.72
r-2-4-100-13-1-0.cssp;P;1;1;142.12
r-2-4-100-13-1-0.cssp;Pd;1;1;1.94
r-2-4-100-13-1-1.cssp;A;1;1;360.76
r-2-4-100-13-1-1.cssp;Ad;1;1;149.56
r-2-4-100-13-1-1.cssp;P;1;1;170.42
r-2-4-100-13-1-1.cssp;Pd;1;1;2.76
r-2-4-100-13-1-2.cssp;A;1;1;386.6
r-2-4-100-13-1-2.cssp;Ad;1;2;1800
r-2-4-100-13-1-2.cssp;P;1;1;124.32
r-2-4-100-13-1-2.cssp;Pd;1;1;0.76
r-2-4-100-13-1-3.cssp;A;1;1;325.14
r-2-4-100-13-1-3.cssp;Ad;1;1;289.2
r-2-4-100-13-1-3.cssp;P;1;1;217.96
r-2-4-100-13-1-3.cssp;Pd;1;1;2.44
r-2-4-100-13-1-4.cssp;A;1;1;763.08
r-2-4-100-13-1-4.cssp;Ad;1;1;56.48
r-2-4-100-13-1-4.cssp;P;1;1;102.5
r-2-4-100-13-1-4.cssp;Pd;1;1;0.3
r-2-4-125-14-1-0.cssp;A;1;1;1389.98
r-2-4-125-14-1-0.cssp;Ad;1;1;102.42
r-2-4-125-14-1-0.cssp;P;1;1;240.8
r-2-4-125-14-1-0.cssp;Pd;1;1;1.76
r-2-4-125-14-1-1.cssp;A;1;1;1098.8
r-2-4-125-14-1-1.cssp;Ad;1;1;24.98
r-2-4-125-14-1-1.cssp;P;1;1;317.76
r-2-4-125-14-1-1.cssp;Pd;1;1;0.72
r-2-4-125-14-1-2.cssp;A;1;2;1800
r-2-4-125-14-1-2.cssp;Ad;1;2;1800
r-2-4-125-14-1-2.cssp;P;2;2;406.74
r-2-4-125-14-1-2.cssp;Pd;2;2;1.08
r-2-4-125-14-1-3.cssp;A;1;2;1800
r-2-4-125-14-1-3.cssp;Ad;1;2;1800
r-2-4-125-14-1-3.cssp;P;2;2;397.38
r-2-4-125-14-1-3.cssp;Pd;2;2;0.46
r-2-4-125-14-1-4.cssp;A;1;1;894.84
r-2-4-125-14-1-4.cssp;Ad;1;1;34.5
r-2-4-125-14-1-4.cssp;P;1;1;382.6
