filename;lb;ub;time
Hufsky-30-450-2.csp;41;41;0.02
Hufsky-30-450-20.csp;52;52;0.02
Hufsky-30-450-21.csp;42;42;0.04
Hufsky-30-450-22.csp;36;36;0.02
Hufsky-30-450-23.csp;41;41;0.04
Hufsky-30-450-24.csp;53;53;0.02
Hufsky-30-450-25.csp;46;46;0.02
Hufsky-30-450-26.csp;40;40;0.02
Hufsky-30-450-27.csp;48;48;0.02
Hufsky-30-450-28.csp;43;43;0.02
Hufsky-30-450-29.csp;48;48;0.02
Hufsky-30-450-3.csp;49;49;0.02
Hufsky-30-450-30.csp;43;43;0.02
Hufsky-30-450-31.csp;48;48;0.02
Hufsky-30-450-32.csp;45;45;0.02
Hufsky-30-450-33.csp;51;51;0.02
Hufsky-30-450-34.csp;52;52;0.02
Hufsky-30-450-35.csp;44;44;0.02
Hufsky-30-450-36.csp;48;48;0.02
Hufsky-30-450-37.csp;48;48;0.02
Hufsky-30-450-38.csp;51;51;0.02
Hufsky-30-450-4.csp;46;46;0.02
Hufsky-30-450-5.csp;41;41;0.02
Hufsky-30-450-6.csp;48;48;0.02
Hufsky-30-450-7.csp;41;41;0.02
Hufsky-30-450-8.csp;48;48;0.02
Hufsky-30-450-9.csp;43;43;0.02
Hufsky-30-500-0.csp;53;53;0.02
Hufsky-30-500-1.csp;48;48;0.02
Hufsky-30-500-10.csp;56;56;0.02
Hufsky-30-500-11.csp;50;50;0.02
Hufsky-30-500-12.csp;56;56;0.02
Hufsky-30-500-13.csp;56;56;0.02
Hufsky-30-500-14.csp;50;50;0.02
Hufsky-30-500-15.csp;47;47;0.02
Hufsky-30-500-16.csp;54;54;0.02
Hufsky-30-500-17.csp;48;48;0.02
Hufsky-30-500-18.csp;54;54;0.02
Hufsky-30-500-19.csp;55;55;0.02
Hufsky-30-500-2.csp;43;43;0.02
Hufsky-30-500-20.csp;56;56;0.02
Hufsky-30-500-21.csp;42;42;0.02
Hufsky-30-500-22.csp;45;45;0.02
Hufsky-30-500-23.csp;55;55;0.02
Hufsky-30-500-24.csp;53;53;0.02
Hufsky-30-500-25.csp;44;44;0.02
Hufsky-30-500-26.csp;54;54;0.02
Hufsky-30-500-27.csp;49;49;0.02
Hufsky-30-500-28.csp;53;53;0.02
Hufsky-30-500-29.csp;45;45;0.02
Hufsky-30-500-3.csp;55;55;0.02
Hufsky-30-500-30.csp;54;54;0.02
Hufsky-30-500-31.csp;48;48;0.02
Hufsky-30-500-32.csp;56;56;0.02
Hufsky-30-500-33.csp;53;53;0.02
Hufsky-30-500-34.csp;50;50;0.02
Hufsky-30-500-35.csp;53;53;0.02
Hufsky-30-500-36.csp;51;51;0.02
Hufsky-30-500-37.csp;52;52;0.02
Hufsky-30-500-4.csp;49;49;0.02
Hufsky-30-500-5.csp;47;47;0.02
Hufsky-30-500-6.csp;55;55;0.04
Hufsky-30-500-7.csp;46;46;0.02
Hufsky-30-500-8.csp;55;55;0.04
Hufsky-30-500-9.csp;47;47;0.02
Hufsky-40-250-0.csp;28;28;0
Hufsky-40-250-1.csp;28;28;0.02
Hufsky-40-250-10.csp;32;32;0.06
Hufsky-40-250-11.csp;26;26;0.02
Hufsky-40-250-12.csp;30;30;0.02
Hufsky-40-250-13.csp;31;31;0.02
Hufsky-40-250-14.csp;27;27;0
Hufsky-40-250-15.csp;24;24;0
Hufsky-40-250-16.csp;26;26;0.02
Hufsky-40-250-17.csp;24;24;0.02
Hufsky-40-250-18.csp;26;26;0.02
Hufsky-40-250-19.csp;29;29;0.02
Hufsky-40-250-2.csp;23;23;0
Hufsky-40-250-20.csp;31;31;0.02
Hufsky-40-250-21.csp;26;26;0.02
Hufsky-40-250-22.csp;24;24;0.02
Hufsky-40-250-23.csp;21;21;0.02
Hufsky-40-250-24.csp;24;24;0.02
Hufsky-40-250-25.csp;24;24;0.02
Hufsky-40-250-26.csp;24;24;0.02
Hufsky-40-250-27.csp;26;26;0.02
Hufsky-40-250-28.csp;29;29;0.02
Hufsky-40-250-29.csp;30;30;0.02
Hufsky-40-250-3.csp;31;31;0.02
Hufsky-40-250-30.csp;26;26;0.02
Hufsky-40-250-31.csp;24;24;0
Hufsky-40-250-32.csp;28;28;0.02
Hufsky-40-250-33.csp;24;24;0.02
Hufsky-40-250-34.csp;27;27;0.02
Hufsky-40-250-35.csp;24;24;0.02
Hufsky-40-250-36.csp;31;31;0.02
Hufsky-40-250-37.csp;24;24;0.02
Hufsky-40-250-38.csp;29;29;0.02
Hufsky-40-250-39.csp;29;29;0.02
Hufsky-40-250-4.csp;26;26;0
Hufsky-40-250-40.csp;26;26;0.02
Hufsky-40-250-41.csp;31;31;0
Hufsky-40-250-42.csp;28;28;0.02
Hufsky-40-250-43.csp;28;28;0.02
Hufsky-40-250-5.csp;24;24;0
Hufsky-40-250-6.csp;27;27;0.02
Hufsky-40-250-7.csp;24;24;0.02
Hufsky-40-250-8.csp;27;27;0.02
Hufsky-40-250-9.csp;26;26;0.02
Hufsky-40-300-0.csp;34;34;0.02
Hufsky-40-300-1.csp;29;29;0.02
Hufsky-40-300-10.csp;34;34;0
Hufsky-40-300-11.csp;32;32;0.02
Hufsky-40-300-12.csp;36;36;0.02
Hufsky-40-300-13.csp;36;36;0.02
Hufsky-40-300-14.csp;32;32;0.02
Hufsky-40-300-15.csp;30;30;0.02
Hufsky-40-300-16.csp;31;31;0.02
Hufsky-40-300-17.csp;31;31;0.02
Hufsky-40-300-18.csp;30;30;0.02
Hufsky-40-300-19.csp;34;34;0.02
Hufsky-40-300-2.csp;27;27;0.02
Hufsky-40-300-20.csp;36;36;0.02
Hufsky-40-300-21.csp;30;30;0.02
Hufsky-40-300-22.csp;28;28;0.02
Hufsky-40-300-23.csp;24;24;0.02
Hufsky-40-300-24.csp;26;26;0.02
Hufsky-40-300-25.csp;30;30;0.02
Hufsky-40-300-26.csp;35;35;0.02
Hufsky-40-300-27.csp;30;30;0.02
Hufsky-40-300-28.csp;30;30;0.02
Hufsky-40-300-29.csp;31;31;0.02
Hufsky-40-300-3.csp;35;35;0.02
Hufsky-40-300-30.csp;31;31;0.02
Hufsky-40-300-31.csp;31;31;0
Hufsky-40-300-32.csp;29;29;0.02
Hufsky-40-300-33.csp;35;35;0.02
Hufsky-40-300-34.csp;32;32;0.02
Hufsky-40-300-35.csp;36;36;0.02
Hufsky-40-300-36.csp;36;36;0.02
Hufsky-40-300-37.csp;29;29;0.02
Hufsky-40-300-38.csp;34;34;0.02
Hufsky-40-300-39.csp;32;32;0.02
Hufsky-40-300-4.csp;31;31;0.02
Hufsky-40-300-40.csp;34;34;0
Hufsky-40-300-5.csp;30;30;0.02
Hufsky-40-300-6.csp;32;32;0
Hufsky-40-300-7.csp;31;31;0.02
Hufsky-40-300-8.csp;32;32;0.02
Hufsky-40-300-9.csp;29;29;0.02
Hufsky-40-350-0.csp;40;40;0.08
Hufsky-40-350-1.csp;34;34;0.02
Hufsky-40-350-10.csp;40;40;0.04
Hufsky-40-350-11.csp;35;35;0.02
Hufsky-40-350-12.csp;40;40;0.02
Hufsky-40-350-13.csp;40;40;0.02
Hufsky-40-350-14.csp;37;37;0.02
Hufsky-40-350-15.csp;30;30;0
Hufsky-40-350-16.csp;40;40;0.02
Hufsky-40-350-17.csp;36;36;0.02
Hufsky-40-350-18.csp;39;39;0.02
Hufsky-40-350-19.csp;40;40;0.02
Hufsky-40-350-2.csp;32;32;0.02
Hufsky-40-350-20.csp;40;40;0.02
Hufsky-40-350-21.csp;30;30;0.02
Hufsky-40-350-22.csp;30;30;0.02
Hufsky-40-350-23.csp;40;40;0.02
Hufsky-40-350-24.csp;39;39;0.02
Hufsky-40-350-25.csp;33;33;0.02
Hufsky-40-350-26.csp;40;40;0.02
Hufsky-40-350-27.csp;36;36;0.02
Hufsky-40-350-28.csp;40;40;0.02
Hufsky-40-350-29.csp;33;33;0.02
Hufsky-40-350-3.csp;40;40;0.02
Hufsky-40-350-30.csp;40;40;0.02
Hufsky-40-350-31.csp;36;36;0.02
Hufsky-40-350-32.csp;40;40;0.02
Hufsky-40-350-33.csp;40;40;0.02
Hufsky-40-350-34.csp;39;39;0.02
Hufsky-40-350-35.csp;40;40;0.02
Hufsky-40-350-36.csp;37;37;0.02
Hufsky-40-350-37.csp;38;38;0.02
Hufsky-40-350-4.csp;38;38;0.02
Hufsky-40-350-5.csp;31;31;0.02
Hufsky-40-350-6.csp;40;40;0.02
Hufsky-40-350-7.csp;36;36;0.02
Hufsky-40-350-8.csp;39;39;0.02
Hufsky-40-350-9.csp;33;33;0.02
Hufsky-40-400-0.csp;39;39;0.02
Hufsky-40-400-1.csp;37;37;0.02
Hufsky-40-400-10.csp;43;43;0.02
Hufsky-40-400-11.csp;47;47;0.12
Hufsky-40-400-12.csp;40;40;0.02
Hufsky-40-400-13.csp;40;40;0.02
Hufsky-40-400-14.csp;43;43;0.02
Hufsky-40-400-15.csp;40;40;0.02
Hufsky-40-400-16.csp;43;43;0.02
Hufsky-40-400-17.csp;48;48;0.02
Hufsky-40-400-18.csp;48;48;0.08
Hufsky-40-400-19.csp;34;34;0.04
Hufsky-40-400-2.csp;47;47;0.02
Hufsky-40-400-20.csp;48;48;0.02
Hufsky-40-400-21.csp;42;42;0.02
Hufsky-40-400-22.csp;40;40;0.04
Hufsky-40-400-23.csp;46;46;0.02
Hufsky-40-400-24.csp;40;40;0.02
Hufsky-40-400-25.csp;44;44;0.02
Hufsky-40-400-26.csp;39;39;0.04
Hufsky-40-400-27.csp;48;48;0.02
Hufsky-40-400-28.csp;46;46;0.02
Hufsky-40-400-29.csp;44;44;0.02
Hufsky-40-400-3.csp;40;40;0.02
Hufsky-40-400-30.csp;45;45;0.02
Hufsky-40-400-31.csp;44;44;0.02
Hufsky-40-400-32.csp;42;42;0.02
Hufsky-40-400-33.csp;43;43;0.02
Hufsky-40-400-4.csp;40;40;0.02
Hufsky-40-400-5.csp;43;43;0.02
Hufsky-40-400-6.csp;40;40;0.02
Hufsky-40-400-7.csp;43;43;0.02
Hufsky-40-400-8.csp;39;39;0.02
Hufsky-40-400-9.csp;48;48;0.02
Hufsky-40-450-0.csp;41;41;0.04
Hufsky-40-450-1.csp;50;50;0.02
Hufsky-40-450-10.csp;48;48;0.02
Hufsky-40-450-11.csp;43;43;0.02
Hufsky-40-450-12.csp;48;48;0.02
Hufsky-40-450-13.csp;46;46;0.02
Hufsky-40-450-14.csp;48;48;0.02
Hufsky-40-450-15.csp;50;50;0.04
Hufsky-40-450-16.csp;52;52;0.02
Hufsky-40-450-17.csp;37;37;0.02
Hufsky-40-450-18.csp;53;53;0.04
Hufsky-40-450-19.csp;48;48;0.04
Hufsky-40-450-2.csp;46;46;0.02
Hufsky-40-450-20.csp;43;43;0.02
Hufsky-40-450-21.csp;48;48;0.02
Hufsky-40-450-22.csp;46;46;0.02
Hufsky-40-450-23.csp;48;48;0.02
Hufsky-40-450-24.csp;50;50;0.02
Hufsky-40-450-25.csp;52;52;0.02
Hufsky-40-450-26.csp;52;52;0.02
Hufsky-40-450-27.csp;47;47;0.02
Hufsky-40-450-28.csp;48;48;0.04
Hufsky-40-450-29.csp;48;48;0.04
Hufsky-40-450-3.csp;41;41;0.02
Hufsky-40-450-30.csp;51;51;0.02
Hufsky-40-450-4.csp;48;48;0.04
Hufsky-40-450-5.csp;41;41;0.02
Hufsky-40-450-6.csp;48;48;0.02
Hufsky-40-450-7.csp;50;50;0.04
Hufsky-40-450-8.csp;52;52;0.02
Hufsky-40-450-9.csp;51;51;0.04
Hufsky-40-500-0.csp;43;43;0.04
Hufsky-40-500-1.csp;56;56;0.04
Hufsky-40-500-10.csp;50;50;0.02
Hufsky-40-500-11.csp;48;48;0.02
Hufsky-40-500-12.csp;54;54;0.04
Hufsky-40-500-13.csp;48;48;0.02
Hufsky-40-500-14.csp;54;54;0.04
Hufsky-40-500-15.csp;56;56;0.04
Hufsky-40-500-16.csp;56;56;0.02
Hufsky-40-500-17.csp;58;58;0.02
Hufsky-40-500-18.csp;54;54;0.02
Hufsky-40-500-19.csp;48;48;0.02
Hufsky-40-500-2.csp;51;51;0.02
Hufsky-40-500-20.csp;54;54;0.04
Hufsky-40-500-21.csp;49;49;0.04
Hufsky-40-500-22.csp;54;54;0.04
Hufsky-40-500-23.csp;56;56;0.04
Hufsky-40-500-24.csp;56;56;0.02
Hufsky-40-500-25.csp;55;55;0.04
Hufsky-40-500-26.csp;51;51;0.02
Hufsky-40-500-27.csp;54;54;0.04
Hufsky-40-500-28.csp;51;51;0.02
Hufsky-40-500-3.csp;48;48;0.02
Hufsky-40-500-4.csp;55;55;0.06
Hufsky-40-500-5.csp;46;46;0.04
Hufsky-40-500-6.csp;55;55;0.04
Hufsky-40-500-7.csp;56;56;0.04
Hufsky-40-500-8.csp;56;56;0.04
Hufsky-40-500-9.csp;56;56;0.02
Hufsky-50-250-0.csp;28;28;0.02
Hufsky-50-250-1.csp;28;28;0.02
Hufsky-50-250-10.csp;32;32;0.08
Hufsky-50-250-11.csp;26;26;0.02
Hufsky-50-250-12.csp;30;30;0.02
Hufsky-50-250-13.csp;31;31;0.02
Hufsky-50-250-14.csp;27;27;0.02
Hufsky-50-250-15.csp;24;24;0.02
Hufsky-50-250-16.csp;26;26;0.02
Hufsky-50-250-17.csp;24;24;0.02
Hufsky-50-250-18.csp;26;26;0.02
Hufsky-50-250-19.csp;30;30;0.02
Hufsky-50-250-2.csp;23;23;0.02
Hufsky-50-250-20.csp;32;32;0.02
Hufsky-50-250-21.csp;24;24;0.02
Hufsky-50-250-22.csp;21;21;0.02
Hufsky-50-250-23.csp;24;24;0.02
Hufsky-50-250-24.csp;32;32;0.02
Hufsky-50-250-25.csp;27;27;0.02
Hufsky-50-250-26.csp;24;24;0.02
Hufsky-50-250-27.csp;29;29;0.02
Hufsky-50-250-28.csp;25;25;0.02
Hufsky-50-250-29.csp;28;28;0.02
Hufsky-50-250-3.csp;31;31;0.02
Hufsky-50-250-30.csp;26;26;0.02
Hufsky-50-250-31.csp;31;31;0.02
Hufsky-50-250-32.csp;26;26;0.02
Hufsky-50-250-33.csp;31;31;0.02
Hufsky-50-250-34.csp;32;32;0.02
Hufsky-50-250-35.csp;29;29;0.02
Hufsky-50-250-36.csp;31;31;0.02
Hufsky-50-250-37.csp;28;28;0.02
Hufsky-50-250-38.csp;28;28;0.02
Hufsky-50-250-4.csp;27;27;0.02
Hufsky-50-250-5.csp;24;24;0.02
Hufsky-50-250-6.csp;27;27;0.02
Hufsky-50-250-7.csp;24;24;0.02
Hufsky-50-250-8.csp;27;27;0
Hufsky-50-250-9.csp;26;26;0.02
Hufsky-50-300-0.csp;35;35;0.02
Hufsky-50-300-1.csp;31;31;0.02
Hufsky-50-300-10.csp;35;35;0.02
Hufsky-50-300-11.csp;33;33;0.04
Hufsky-50-300-12.csp;36;36;0.02
Hufsky-50-300-13.csp;36;36;0.02
Hufsky-50-300-14.csp;32;32;0.02
Hufsky-50-300-15.csp;31;31;0.02
Hufsky-50-300-16.csp;31;31;0.02
Hufsky-50-300-17.csp;32;32;0.02
Hufsky-50-300-18.csp;30;30;0.02
Hufsky-50-300-19.csp;34;34;0.02
Hufsky-50-300-2.csp;27;27;0.02
Hufsky-50-300-20.csp;36;36;0.02
Hufsky-50-300-21.csp;24;24;0.02
Hufsky-50-300-22.csp;35;35;0.02
Hufsky-50-300-23.csp;32;32;0.02
Hufsky-50-300-24.csp;30;30;0.02
Hufsky-50-300-25.csp;32;32;0.02
Hufsky-50-300-26.csp;32;32;0.02
Hufsky-50-300-27.csp;32;32;0.02
Hufsky-50-300-28.csp;31;31;0.02
Hufsky-50-300-29.csp;35;35;0.02
Hufsky-50-300-3.csp;35;35;0.04
Hufsky-50-300-30.csp;33;33;0.02
Hufsky-50-300-31.csp;36;36;0.02
Hufsky-50-300-32.csp;36;36;0.02
Hufsky-50-300-33.csp;32;32;0.02
Hufsky-50-300-34.csp;34;34;0.02
Hufsky-50-300-35.csp;32;32;0.02
Hufsky-50-300-36.csp;34;34;0.02
Hufsky-50-300-4.csp;32;32;0.02
Hufsky-50-300-5.csp;30;30;0.02
Hufsky-50-300-6.csp;32;32;0.02
Hufsky-50-300-7.csp;31;31;0.02
Hufsky-50-300-8.csp;32;32;0.02
Hufsky-50-300-9.csp;31;31;0.04
Hufsky-50-350-0.csp;35;35;0.02
Hufsky-50-350-1.csp;32;32;0.02
Hufsky-50-350-10.csp;40;40;0.02
Hufsky-50-350-11.csp;40;40;0.02
Hufsky-50-350-12.csp;37;37;0.02
Hufsky-50-350-13.csp;32;32;0.02
Hufsky-50-350-14.csp;40;40;0.02
Hufsky-50-350-15.csp;36;36;0.02
Hufsky-50-350-16.csp;39;39;0.02
Hufsky-50-350-17.csp;40;40;0.02
Hufsky-50-350-18.csp;40;40;0.04
Hufsky-50-350-19.csp;31;31;0.04
Hufsky-50-350-2.csp;40;40;0.02
Hufsky-50-350-20.csp;40;40;0.02
Hufsky-50-350-21.csp;39;39;0.04
Hufsky-50-350-22.csp;33;33;0.02
Hufsky-50-350-23.csp;40;40;0.02
Hufsky-50-350-24.csp;36;36;0.04
Hufsky-50-350-25.csp;40;40;0.02
Hufsky-50-350-26.csp;35;35;0.02
Hufsky-50-350-27.csp;40;40;0.02
Hufsky-50-350-28.csp;40;40;0.02
Hufsky-50-350-29.csp;40;40;0.02
Hufsky-50-350-3.csp;38;38;0.04
Hufsky-50-350-30.csp;39;39;0.02
Hufsky-50-350-31.csp;40;40;0.02
Hufsky-50-350-32.csp;37;37;0.02
Hufsky-50-350-33.csp;38;38;0.02
Hufsky-50-350-4.csp;32;32;0.02
Hufsky-50-350-5.csp;40;40;0.02
Hufsky-50-350-6.csp;36;36;0.02
Hufsky-50-350-7.csp;40;40;0.02
Hufsky-50-350-8.csp;35;35;0.02
Hufsky-50-350-9.csp;40;40;0.04
Hufsky-50-400-0.csp;47;47;0.04
Hufsky-50-400-1.csp;40;40;0.02
Hufsky-50-400-10.csp;40;40;0.02
Hufsky-50-400-11.csp;44;44;0.02
Hufsky-50-400-12.csp;40;40;0.02
Hufsky-50-400-13.csp;43;43;0.02
Hufsky-50-400-14.csp;48;48;0.04
Hufsky-50-400-15.csp;48;48;0.02
Hufsky-50-400-16.csp;48;48;0.04
Hufsky-50-400-17.csp;42;42;0.04
Hufsky-50-400-18.csp;40;40;0.02
Hufsky-50-400-19.csp;47;47;0.1
Hufsky-50-400-2.csp;40;40;0.04
Hufsky-50-400-20.csp;40;40;0.04
Hufsky-50-400-21.csp;44;44;0.02
Hufsky-50-400-22.csp;48;48;0.04
Hufsky-50-400-23.csp;46;46;0.02
Hufsky-50-400-24.csp;46;46;0.02
Hufsky-50-400-25.csp;45;45;0.04
Hufsky-50-400-26.csp;42;42;0.04
Hufsky-50-400-27.csp;43;43;0.04
Hufsky-50-400-3.csp;44;44;0.04
Hufsky-50-400-4.csp;40;40;0.02
Hufsky-50-400-5.csp;43;43;0.02
Hufsky-50-400-6.csp;48;48;0.04
Hufsky-50-400-7.csp;48;48;0.02
Hufsky-50-400-8.csp;47;47;0.04
Hufsky-50-400-9.csp;40;40;0.04
Hufsky-50-450-0.csp;51;51;0.02
Hufsky-50-450-1.csp;46;46;0.04
Hufsky-50-450-10.csp;48;48;0.04
Hufsky-50-450-11.csp;46;46;0.04
Hufsky-50-450-12.csp;48;48;0.04
Hufsky-50-450-13.csp;52;52;0.04
Hufsky-50-450-14.csp;56;56;0.04
Hufsky-50-450-15.csp;48;48;0.04
Hufsky-50-450-16.csp;43;43;0.02
Hufsky-50-450-17.csp;48;48;0.04
Hufsky-50-450-18.csp;46;46;0.04
Hufsky-50-450-19.csp;48;48;0.04
Hufsky-50-450-2.csp;42;42;0.04
Hufsky-50-450-20.csp;52;52;0.02
Hufsky-50-450-21.csp;52;52;0.04
Hufsky-50-450-22.csp;47;47;0.04
Hufsky-50-450-3.csp;48;48;0.04
Hufsky-50-450-4.csp;44;44;0.02
Hufsky-50-450-5.csp;48;48;0.04
Hufsky-50-450-6.csp;52;52;0.04
Hufsky-50-450-7.csp;51;51;0.04
Hufsky-50-450-8.csp;48;48;0.04
Hufsky-50-450-9.csp;43;43;0.04
Hufsky-50-500-0.csp;56;56;0.06
Hufsky-50-500-1.csp;51;51;0.04
Hufsky-50-500-10.csp;54;54;0.04
Hufsky-50-500-11.csp;48;48;0.04
Hufsky-50-500-12.csp;49;49;0.04
Hufsky-50-500-13.csp;56;56;0.04
Hufsky-50-500-2.csp;48;48;0.04
Hufsky-50-500-3.csp;48;48;0.04
Hufsky-50-500-4.csp;56;56;0.06
Hufsky-50-500-5.csp;56;56;0.04
Hufsky-50-500-6.csp;51;51;0.04
Hufsky-50-500-7.csp;48;48;0.04
Hufsky-50-500-8.csp;48;48;0.04
Hufsky-50-500-9.csp;56;56;0.06
